gsm	tissue	type	cluster
GSM817183	muscle_fetal	DNase_hypersensitivity	7
GSM817184	muscle_fetal	DNase_hypersensitivity	7
GSM817185	lung_fetal	DNase_hypersensitivity	7
GSM817186	lung_fetal	DNase_hypersensitivity	7
GSM817187	small_intestine_fetal	DNase_hypersensitivity	11
GSM817188	large_intestine_fetal	DNase_hypersensitivity	2
GSM817189	spinal_cord_fetal	DNase_hypersensitivity	2
GSM817190	kidney_renal_cortex_fetal	DNase_hypersensitivity	2
GSM817191	muscle_fetal	DNase_hypersensitivity	7
GSM817192	kidney_renal_pelvis_fetal	DNase_hypersensitivity	7
GSM817193	kidney_renal_pelvis_fetal	DNase_hypersensitivity	6
GSM817194	penis_foreskin_keratinocyte_primary_cells	DNase_hypersensitivity	7
GSM817195	penis_foreskin_keratinocyte_primary_cells	DNase_hypersensitivity	2
GSM817196	penis_foreskin_keratinocyte_primary_cells	DNase_hypersensitivity	9
GSM817197	penis_foreskin_keratinocyte_primary_cells	DNase_hypersensitivity	9
GSM817198	H1_BMP4_derived_mesendoderm_cultured_cells	DNase_hypersensitivity	9
GSM817199	stomach_fetal	DNase_hypersensitivity	7
GSM817200	muscle_fetal	DNase_hypersensitivity	7
GSM817201	muscle_fetal	DNase_hypersensitivity	7
GSM817202	kidney_renal_cortex_fetal	DNase_hypersensitivity	7
GSM817203	kidney_renal_cortex_fetal	DNase_hypersensitivity	7
GSM817204	kidney_renal_pelvis_fetal	DNase_hypersensitivity	6
GSM817205	kidney_renal_pelvis_fetal	DNase_hypersensitivity	7
GSM817206	muscle_fetal	DNase_hypersensitivity	7
GSM817207	muscle_fetal	DNase_hypersensitivity	7
GSM817208	kidney_renal_pelvis_fetal	DNase_hypersensitivity	9
GSM817209	kidney_renal_pelvis_fetal	DNase_hypersensitivity	6
GSM817210	kidney_renal_cortex_fetal	DNase_hypersensitivity	6
GSM817211	kidney_renal_cortex_fetal	DNase_hypersensitivity	6
GSM817212	muscle_fetal	DNase_hypersensitivity	7
GSM817213	muscle_fetal	DNase_hypersensitivity	6
GSM817214	muscle_fetal	DNase_hypersensitivity	7
GSM817215	H1_BMP4_derived_mesendoderm_cultured_cells	DNase_hypersensitivity	9
GSM817216	muscle_fetal	DNase_hypersensitivity	7
GSM817217	muscle_fetal	DNase_hypersensitivity	6
GSM817218	kidney_renal_pelvis_fetal	DNase_hypersensitivity	6
GSM817219	placenta	DNase_hypersensitivity	6
GSM817220	heart_fetal	DNase_hypersensitivity	6
GSM817225	penis_foreskin_keratinocyte_primary_cells	H3K36me3	13
GSM817226	brain_fetal	H3K27me3	9
GSM817227	brain_fetal	H3K36me3	9
GSM817228	brain_fetal	H3K4me1	11
GSM817229	penis_foreskin_keratinocyte_primary_cells	H3K27me3	3
GSM817230	neurosphere_cultured_cells_cortex_derived	H3K4me1	2
GSM817231	neurosphere_cultured_cells_cortex_derived	H3K9me3	8
GSM817232	neurosphere_cultured_cells_ganglionic_eminence_derived	H3K4me1	1
GSM817233	neurosphere_cultured_cells_ganglionic_eminence_derived	H3K9me3	1
GSM817234	penis_foreskin_fibroblast_primary_cells	H3K4me1	9
GSM817235	penis_foreskin_fibroblast_primary_cells	H3K4me3	3
GSM817236	penis_foreskin_fibroblast_primary_cells	H3K9me3	10
GSM817237	penis_foreskin_fibroblast_primary_cells	H3K27me3	9
GSM817238	penis_foreskin_fibroblast_primary_cells	H3K36me3	2
GSM817239	penis_foreskin_fibroblast_primary_cells	H3K9me3	11
GSM817240	penis_foreskin_fibroblast_primary_cells	H3K27me3	11
GSM817241	penis_foreskin_fibroblast_primary_cells	H3K36me3	2
GSM817242	penis_foreskin_keratinocyte_primary_cells	ChIP-Seq_input	5
GSM817243	brain_fetal	ChIP-Seq_input	12
GSM817244	neurosphere_cultured_cells_cortex_derived	ChIP-Seq_input	12
GSM817245	neurosphere_cultured_cells_ganglionic_eminence_derived	ChIP-Seq_input	12
GSM817246	penis_foreskin_fibroblast_primary_cells	ChIP-Seq_input	4
GSM817247	penis_foreskin_fibroblast_primary_cells	ChIP-Seq_input	4
GSM817248	brain_fetal	MeDIP-Seq	3
GSM817249	brain_fetal	MeDIP-Seq	9
GSM817250	brain_fetal	mRNA-Seq	13
GSM817251	penis_foreskin_melanocyte_primary_cells	smRNA-Seq	13
GSM817252	penis_foreskin_fibroblast_primary_cells	smRNA-Seq	13
GSM817253	penis_foreskin_keratinocyte_primary_cells	smRNA-Seq	13
GSM818007	IMR90_cell_line	H2A.Z	5
GSM818008	IMR90_cell_line	H2A.Z	5
GSM818009	H1_derived_mesenchymal_stem_cells	H2A.Z	5
GSM818010	H1_derived_mesenchymal_stem_cells	H2AK5ac	3
GSM818011	H1_derived_mesenchymal_stem_cells	H2AK5ac	6
GSM818012	IMR90_cell_line	H2AK9ac	5
GSM818013	IMR90_cell_line	H2AK9ac	13
GSM818014	H1_derived_mesenchymal_stem_cells	H2BK12ac	5
GSM818015	H1_derived_mesenchymal_stem_cells	H2BK12ac	13
GSM818016	H1_derived_neuronal_progenitor_cultured_cells	H2BK12ac	5
GSM818017	IMR90_cell_line	H2BK5ac	5
GSM818018	H1_derived_mesenchymal_stem_cells	H2BK5ac	3
GSM818019	H1_derived_mesenchymal_stem_cells	H2BK5ac	7
GSM818020	H1_derived_mesenchymal_stem_cells	H3K14ac	5
GSM818021	H1_derived_neuronal_progenitor_cultured_cells	H3K14ac	5
GSM818022	H1_derived_mesenchymal_stem_cells	H3K18ac	5
GSM818023	H1_derived_mesenchymal_stem_cells	H3K18ac	13
GSM818024	H1_derived_neuronal_progenitor_cultured_cells	H3K18ac	5
GSM818025	H1_BMP4_derived_mesendoderm_cultured_cells	H3K23ac	3
GSM818026	H1_BMP4_derived_trophoblast_cultured_cells	H3K23ac	9
GSM818027	H1_BMP4_derived_trophoblast_cultured_cells	H3K23ac	9
GSM818028	H1_derived_mesenchymal_stem_cells	H3K23ac	5
GSM818029	H1_derived_mesenchymal_stem_cells	H3K23ac	13
GSM818030	H1_derived_neuronal_progenitor_cultured_cells	H3K23ac	5
GSM818031	H1_derived_neuronal_progenitor_cultured_cells	H3K27ac	3
GSM818033	H1_derived_neuronal_progenitor_cultured_cells	H3K27me3	3
GSM818034	H1_derived_neuronal_progenitor_cultured_cells	H3K36me3	3
GSM818035	H1_derived_neuronal_progenitor_cultured_cells	H3K36me3	5
GSM818036	H1_derived_mesenchymal_stem_cells	H3K4ac	5
GSM818037	H1_derived_mesenchymal_stem_cells	H3K4ac	5
GSM818038	H1_derived_neuronal_progenitor_cultured_cells	H3K4ac	5
GSM818039	H1_derived_neuronal_progenitor_cultured_cells	H3K4me1	3
GSM818040	H1_derived_neuronal_progenitor_cultured_cells	H3K4me1	3
GSM818041	H1_derived_mesenchymal_stem_cells	H3K4me2	3
GSM818042	H1_derived_mesenchymal_stem_cells	H3K4me2	5
GSM818043	H1_derived_neuronal_progenitor_cultured_cells	H3K4me3	3
GSM818044	H1_derived_mesenchymal_stem_cells	H3K79me1	5
GSM818045	H1_derived_mesenchymal_stem_cells	H3K79me1	5
GSM818046	H1_derived_neuronal_progenitor_cultured_cells	H3K79me1	5
GSM818047	H1_BMP4_derived_mesendoderm_cultured_cells	H3K9ac	3
GSM818048	H1_BMP4_derived_trophoblast_cultured_cells	H3K9ac	3
GSM818049	H1_BMP4_derived_trophoblast_cultured_cells	H3K9ac	3
GSM818050	H1_derived_mesenchymal_stem_cells	H3K9ac	3
GSM818051	H1_derived_mesenchymal_stem_cells	H3K9ac	5
GSM818052	H1_derived_neuronal_progenitor_cultured_cells	H3K9ac	13
GSM818053	H1_BMP4_derived_trophoblast_cultured_cells	H3K9me3	5
GSM818054	H1_BMP4_derived_trophoblast_cultured_cells	H3K9me3	5
GSM818055	H1_derived_neuronal_progenitor_cultured_cells	H3K9me3	3
GSM818056	H1_derived_neuronal_progenitor_cultured_cells	H3K9me3	3
GSM818057	H1_cell_line	H3K9me3	5
GSM818058	H1_derived_mesenchymal_stem_cells	H4K8ac	5
GSM818059	H1_derived_mesenchymal_stem_cells	H4K8ac	13
GSM818060	H1_derived_neuronal_progenitor_cultured_cells	H4K8ac	5
GSM818061	H1_derived_mesenchymal_stem_cells	H4K91ac	5
GSM818062	H1_derived_neuronal_progenitor_cultured_cells	H4K91ac	5
GSM818063	H1_derived_neuronal_progenitor_cultured_cells	ChIP-Seq_input	9
GSM832837	IMR90_cell_line	H2BK5ac	6
GSM832838	IMR90_cell_line	H2BK5ac	6
GSM832839	H9_cell_line	ChIP-Seq_input	3
GSM864034	H9_cell_line	H2BK15ac	5
GSM864035	H1_BMP4_derived_mesendoderm_cultured_cells	H3K27ac	5
GSM864036	H1_BMP4_derived_mesendoderm_cultured_cells	H3K27me3	5
GSM864037	H1_BMP4_derived_mesendoderm_cultured_cells	ChIP-Seq_input	9
GSM864799	H1_BMP4_derived_mesendoderm_cultured_cells	H3K27ac	5
GSM864800	H1_BMP4_derived_trophoblast_cultured_cells	H3K27ac	5
GSM864801	H1_BMP4_derived_mesendoderm_cultured_cells	H3K27me3	5
GSM864802	H1_BMP4_derived_mesendoderm_cultured_cells	ChIP-Seq_input	5
GSM864803	H1_BMP4_derived_trophoblast_cultured_cells	ChIP-Seq_input	3
GSM878610	muscle_fetal	DNase_hypersensitivity	7
GSM878611	muscle_fetal	DNase_hypersensitivity	7
GSM878612	H9_cell_line	DNase_hypersensitivity	2
GSM878613	H9_cell_line	DNase_hypersensitivity	7
GSM878614	H1_BMP4_derived_trophoblast_cultured_cells	DNase_hypersensitivity	2
GSM878615	H1_derived_neuronal_progenitor_cultured_cells	DNase_hypersensitivity	9
GSM878616	H1_cell_line	DNase_hypersensitivity	9
GSM878617	testes_fetal	DNase_hypersensitivity	7
GSM878618	muscle_fetal	DNase_hypersensitivity	7
GSM878619	muscle_fetal	DNase_hypersensitivity	7
GSM878620	muscle_fetal	DNase_hypersensitivity	2
GSM878621	H1_cell_line	DNase_hypersensitivity	2
GSM878622	muscle_fetal	DNase_hypersensitivity	2
GSM878623	skin_fetal	DNase_hypersensitivity	7
GSM878624	skin_fetal	DNase_hypersensitivity	2
GSM878625	muscle_fetal	DNase_hypersensitivity	7
GSM878626	muscle_fetal	DNase_hypersensitivity	7
GSM878627	thymus_fetal	DNase_hypersensitivity	7
GSM878628	H1_BMP4_derived_trophoblast_cultured_cells	DNase_hypersensitivity	9
GSM878629	kidney_renal_cortex_fetal	DNase_hypersensitivity	5
GSM878630	heart_fetal	DNase_hypersensitivity	6
GSM878631	muscle_fetal	DNase_hypersensitivity	6
GSM878632	muscle_fetal	DNase_hypersensitivity	7
GSM878633	skin_fetal	DNase_hypersensitivity	6
GSM878634	skin_fetal	DNase_hypersensitivity	6
GSM878635	skin_fetal	DNase_hypersensitivity	6
GSM878636	skin_fetal	DNase_hypersensitivity	9
GSM878637	muscle_fetal	DNase_hypersensitivity	6
GSM878638	muscle_fetal	DNase_hypersensitivity	7
GSM878639	muscle_fetal	DNase_hypersensitivity	2
GSM878640	skin_fetal	DNase_hypersensitivity	7
GSM878641	skin_fetal	DNase_hypersensitivity	7
GSM878642	skin_fetal	DNase_hypersensitivity	7
GSM878643	skin_fetal	DNase_hypersensitivity	6
GSM878644	skin_fetal	DNase_hypersensitivity	7
GSM878645	skin_fetal	DNase_hypersensitivity	6
GSM878646	skin_fetal	DNase_hypersensitivity	7
GSM878647	skin_fetal	DNase_hypersensitivity	9
GSM878648	skin_fetal	DNase_hypersensitivity	7
GSM878649	skin_fetal	DNase_hypersensitivity	7
GSM878650	brain_fetal	DNase_hypersensitivity	7
GSM878651	brain_fetal	DNase_hypersensitivity	7
GSM878652	brain_fetal	DNase_hypersensitivity	7
GSM878653	muscle_fetal	DNase_hypersensitivity	6
GSM878654	muscle_fetal	DNase_hypersensitivity	7
GSM878655	muscle_fetal	DNase_hypersensitivity	7
GSM878656	thymus_fetal	DNase_hypersensitivity	9
GSM878657	thymus_fetal	DNase_hypersensitivity	7
GSM878658	adrenal_gland_fetal	DNase_hypersensitivity	1
GSM878659	placenta	DNase_hypersensitivity	6
GSM878660	stomach_fetal	DNase_hypersensitivity	7
GSM878661	spinal_cord_fetal	DNase_hypersensitivity	7
GSM878662	kidney_renal_pelvis_fetal	DNase_hypersensitivity	7
GSM878663	spinal_cord_fetal	DNase_hypersensitivity	2
GSM878664	muscle_fetal	DNase_hypersensitivity	2
GSM878665	stomach_fetal	DNase_hypersensitivity	7
GSM878666	kidney_fetal	DNase_hypersensitivity	7
GSM878667	kidney_renal_cortex_fetal	DNase_hypersensitivity	7
GSM896161	H9_cell_line	H3K14ac	13
GSM896162	H1_derived_neuronal_progenitor_cultured_cells	H3K27ac	9
GSM896163	adrenal_gland	H3K27ac	3
GSM896164	H1_BMP4_derived_trophoblast_cultured_cells	H3K27me3	5
GSM896165	H1_derived_neuronal_progenitor_cultured_cells	H3K27me3	2
GSM896166	H1_cell_line	H4K8ac	13
GSM896167	adrenal_gland	ChIP-Seq_input	9
GSM906379	H1_derived_neuronal_progenitor_cultured_cells	DNase_hypersensitivity	2
GSM906380	H1_derived_mesenchymal_stem_cells	DNase_hypersensitivity	2
GSM906381	H1_derived_mesenchymal_stem_cells	DNase_hypersensitivity	2
GSM906382	H1_BMP4_derived_trophoblast_cultured_cells	Digital_genomic_footprinting	11
GSM906387	H1_BMP4_derived_trophoblast_cultured_cells	H2A.Z	5
GSM906388	H1_BMP4_derived_trophoblast_cultured_cells	H2AK5ac	5
GSM906389	H1_BMP4_derived_trophoblast_cultured_cells	H2BK120ac	13
GSM906390	H1_BMP4_derived_trophoblast_cultured_cells	H2BK12ac	5
GSM906391	H1_BMP4_derived_trophoblast_cultured_cells	H2BK5ac	5
GSM906392	heart_aorta	H3K27ac	5
GSM906393	esophagus	H3K27ac	5
GSM906394	adipose	H3K27ac	3
GSM906395	lung	H3K27ac	5
GSM906396	heart_left_ventricle	H3K27ac	13
GSM906397	pancreas	H3K27ac	3
GSM906398	spleen	H3K27ac	5
GSM906399	esophagus	H3K27me3	3
GSM906400	spleen	H3K27me3	9
GSM906401	H1_BMP4_derived_trophoblast_cultured_cells	H3K36me3	13
GSM906402	heart_left_ventricle	H3K36me3	3
GSM906403	H1_BMP4_derived_trophoblast_cultured_cells	H3K4me1	5
GSM906404	heart_left_ventricle	H3K4me1	3
GSM906405	H1_BMP4_derived_trophoblast_cultured_cells	H3K4me3	13
GSM906406	heart_left_ventricle	H3K4me3	3
GSM906407	small_intestine	H3K4me3	3
GSM906408	H1_BMP4_derived_trophoblast_cultured_cells	H3K9me3	13
GSM906409	heart_left_ventricle	H3K9me3	9
GSM906410	heart_aorta	H3K9me3	5
GSM906411	lung	H3K9me3	5
GSM906412	heart_left_ventricle	H3K9me3	5
GSM906413	heart_aorta	ChIP-Seq_input	5
GSM906414	bladder	ChIP-Seq_input	3
GSM906415	esophagus	ChIP-Seq_input	9
GSM906416	adipose	ChIP-Seq_input	9
GSM906417	lung	ChIP-Seq_input	3
GSM906418	heart_left_ventricle	ChIP-Seq_input	3
GSM906419	pancreas	ChIP-Seq_input	2
GSM906420	psoas_muscle	ChIP-Seq_input	3
GSM906421	heart_right_atrium	ChIP-Seq_input	9
GSM906422	sigmoid_colon	ChIP-Seq_input	9
GSM906423	spleen	ChIP-Seq_input	11
GSM908937	H1_BMP4_derived_trophoblast_cultured_cells	H2A.Z	13
GSM908938	H1_cell_line	H2A.Z	3
GSM908939	H1_BMP4_derived_trophoblast_cultured_cells	H2AK5ac	5
GSM908940	H1_BMP4_derived_mesendoderm_cultured_cells	H2BK120ac	3
GSM908941	H1_BMP4_derived_trophoblast_cultured_cells	H2BK120ac	5
GSM908942	H1_derived_mesenchymal_stem_cells	H2BK120ac	3
GSM908943	H1_BMP4_derived_trophoblast_cultured_cells	H2BK12ac	5
GSM908944	H1_BMP4_derived_trophoblast_cultured_cells	H2BK5ac	5
GSM908945	H1_BMP4_derived_trophoblast_cultured_cells	H3K14ac	5
GSM908946	H1_BMP4_derived_trophoblast_cultured_cells	H3K14ac	5
GSM908947	H1_derived_mesenchymal_stem_cells	H3K14ac	2
GSM908948	H1_BMP4_derived_mesendoderm_cultured_cells	H3K18ac	3
GSM908949	H1_BMP4_derived_trophoblast_cultured_cells	H3K18ac	5
GSM908950	H1_BMP4_derived_trophoblast_cultured_cells	H3K18ac	5
GSM908951	heart_left_ventricle	H3K27ac	5
GSM908952	heart_left_ventricle	H3K27me3	9
GSM908953	psoas_muscle	H3K27me3	5
GSM908954	H1_BMP4_derived_trophoblast_cultured_cells	H3K4ac	5
GSM908955	H1_BMP4_derived_trophoblast_cultured_cells	H3K4ac	5
GSM908956	H1_derived_neuronal_progenitor_cultured_cells	H3K4ac	9
GSM908957	H1_derived_neuronal_progenitor_cultured_cells	H3K4me2	5
GSM908958	H1_BMP4_derived_trophoblast_cultured_cells	H3K79me1	5
GSM908959	H1_BMP4_derived_trophoblast_cultured_cells	H3K79me1	5
GSM908960	H1_BMP4_derived_trophoblast_cultured_cells	H3K79me2	3
GSM908961	H1_BMP4_derived_trophoblast_cultured_cells	H3K79me2	5
GSM908962	H1_BMP4_derived_trophoblast_cultured_cells	H4K12ac	5
GSM908963	H1_BMP4_derived_trophoblast_cultured_cells	H4K12ac	13
GSM908964	H1_BMP4_derived_trophoblast_cultured_cells	H4K8ac	5
GSM908965	H1_BMP4_derived_trophoblast_cultured_cells	H4K8ac	5
GSM908966	H1_cell_line	H4K8ac	13
GSM908967	H1_BMP4_derived_trophoblast_cultured_cells	H4K91ac	13
GSM908968	heart_left_ventricle	ChIP-Seq_input	2
GSM909310	CD34_mobilized_primary_cells	mRNA-Seq	13
GSM909311	iPS_DF_19.11_cell_line	Digital_genomic_footprinting	9
GSM909312	penis_foreskin_fibroblast_primary_cells	Digital_genomic_footprinting	9
GSM909313	H1_BMP4_derived_mesendoderm_cultured_cells	Digital_genomic_footprinting	11
GSM909314	H1_derived_mesenchymal_stem_cells	Digital_genomic_footprinting	11
GSM910555	gastric	H3K27ac	3
GSM910556	psoas_muscle	H3K27ac	13
GSM910557	heart_right_atrium	H3K27ac	6
GSM910559	sigmoid_colon	H3K27ac	5
GSM910560	heart_aorta	H3K27me3	3
GSM910561	gastric	H3K27me3	3
GSM910562	heart_left_ventricle	H3K27me3	3
GSM910563	pancreas	H3K27me3	3
GSM910564	sigmoid_colon	H3K27me3	5
GSM910565	small_intestine	H3K36me3	5
GSM910566	heart_aorta	H3K36me3	3
GSM910567	esophagus	H3K36me3	5
GSM910568	gastric	H3K36me3	5
GSM910569	heart_left_ventricle	H3K36me3	5
GSM910570	pancreas	H3K36me3	3
GSM910571	spleen	H3K36me3	5
GSM910572	lung	H3K4me1	13
GSM910573	esophagus	H3K4me1	5
GSM910574	gastric	H3K4me1	3
GSM910575	heart_left_ventricle	H3K4me1	5
GSM910576	pancreas	H3K4me1	5
GSM910577	spleen	H3K4me1	5
GSM910578	esophagus	H3K4me3	5
GSM910579	gastric	H3K4me3	5
GSM910580	heart_left_ventricle	H3K4me3	5
GSM910581	pancreas	H3K4me3	5
GSM910582	spleen	H3K4me3	5
GSM910583	adrenal_gland	H3K9me3	5
GSM910584	esophagus	H3K9me3	5
GSM910585	gastric	H3K9me3	3
GSM910586	pancreas	H3K9me3	5
GSM910587	heart_right_atrium	H3K9me3	11
GSM910588	spleen	H3K9me3	5
GSM915320	H1_BMP4_derived_trophoblast_cultured_cells	mRNA-Seq	13
GSM915321	H1_BMP4_derived_trophoblast_cultured_cells	mRNA-Seq	13
GSM915322	H1_derived_mesenchymal_stem_cells	mRNA-Seq	13
GSM915323	H1_derived_mesenchymal_stem_cells	mRNA-Seq	13
GSM915324	H1_BMP4_derived_mesendoderm_cultured_cells	mRNA-Seq	13
GSM915325	H1_BMP4_derived_mesendoderm_cultured_cells	mRNA-Seq	13
GSM915326	H1_derived_neuronal_progenitor_cultured_cells	mRNA-Seq	13
GSM915327	H1_derived_neuronal_progenitor_cultured_cells	mRNA-Seq	13
GSM915328	H1_cell_line	mRNA-Seq	13
GSM915329	H1_cell_line	mRNA-Seq	13
GSM915330	small_intestine	H3K27ac	5
GSM915331	sigmoid_colon	H3K27ac	3
GSM915332	small_intestine	H3K27me3	3
GSM915333	sigmoid_colon	H3K27me3	3
GSM915335	heart_right_atrium	H3K4me1	5
GSM915336	lung	H3K4me3	3
GSM915337	small_intestine	ChIP-Seq_input	2
GSM915338	heart_right_ventricle	ChIP-Seq_input	9
GSM916014	duodenum_smooth_muscle	H3K4me3	2
GSM916015	brain_substantia_nigra	H3K36me3	3
GSM916016	duodenum_mucosa	H3K27me3	2
GSM916017	duodenum_mucosa	H3K4me1	9
GSM916018	duodenum_mucosa	H3K9ac	9
GSM916019	duodenum_mucosa	H3K4me3	2
GSM916020	duodenum_mucosa	H3K36me3	9
GSM916021	H9_derived_neuron_cultured_cells	H2A.Z	12
GSM916022	H9_derived_neuronal_progenitor_cultured_cells	H2A.Z	8
GSM916023	brain_cingulate_gyrus	H3K9me3	4
GSM916024	CD4+_CD25int_CD127+_Tmem_primary_cells	H3K4me1	11
GSM916025	CD4+_CD25int_CD127+_Tmem_primary_cells	H3K9me3	4
GSM916026	CD4+_CD25int_CD127+_Tmem_primary_cells	H3K27ac	2
GSM916027	CD4+_CD25int_CD127+_Tmem_primary_cells	H3K4me3	4
GSM916028	CD4+_CD25-_IL17+_PMA-ionomcyin_stimulated_Th17_primary_cells	H3K36me3	2
GSM916029	colon_smooth_muscle	H3K4me3	1
GSM916030	colon_smooth_muscle	ChIP-Seq_input	12
GSM916031	colon_smooth_muscle	H3K36me3	7
GSM916032	duodenum_smooth_muscle	H3K27me3	6
GSM916033	duodenum_smooth_muscle	H3K4me1	9
GSM916034	brain_hippocampus_middle	H3K9me3	8
GSM916035	brain_hippocampus_middle	H3K27ac	9
GSM916036	duodenum_smooth_muscle	H3K36me3	3
GSM916037	brain_hippocampus_middle	ChIP-Seq_input	4
GSM916038	brain_hippocampus_middle	H3K27me3	11
GSM916039	brain_hippocampus_middle	H3K4me1	9
GSM916040	brain_hippocampus_middle	H3K4me3	11
GSM916041	brain_hippocampus_middle	H3K36me3	2
GSM916042	colonic_mucosa	H3K36me3	2
GSM916043	colonic_mucosa	H3K27me3	2
GSM916044	colonic_mucosa	H3K9ac	7
GSM916045	colonic_mucosa	H3K4me3	1
GSM916046	colonic_mucosa	H3K4me1	7
GSM916047	colonic_mucosa	ChIP-Seq_input	1
GSM916048	colonic_mucosa	H3K9me3	8
GSM916053	CD19_primary_cells	H3K4me1	13
GSM916054	brain_fetal	H3K9me3	8
GSM916055	adipose_nuclei	H3K27me3	1
GSM916057	hESC-derived_CD184+_endoderm_cultured_cells	H3K9me3	11
GSM916058	chondrocytes_from_bone_marrow_derived_mesenchymal_stem_cells	H3K27ac	7
GSM916059	CD4+_CD25-_IL17+_PMA-ionomcyin_stimulated_Th17_primary_cells	H3K27me3	9
GSM916060	hESC-derived_CD184+_endoderm_cultured_cells	H3K4me3	11
GSM916061	brain_fetal	H3K27me3	7
GSM916062	hESC-derived_CD56+_mesoderm_cultured_cells	H3K27me3	6
GSM916063	hESC-derived_CD56+_mesoderm_cultured_cells	H3K4me3	5
GSM916064	skeletal_muscle	H3K27ac	7
GSM916065	stomach_smooth_muscle	H3K27ac	2
GSM916066	adipose_nuclei	H3K27ac	7
GSM916067	hESC-derived_CD56+_mesoderm_cultured_cells	H3K9me3	6
GSM916068	hESC-derived_CD56+_mesoderm_cultured_cells	H3K36me3	13
GSM916069	hESC-derived_CD56+_mesoderm_cultured_cells	H3K4me3	5
GSM916070	hESC-derived_CD56+_mesoderm_cultured_cells	H3K4me1	6
GSM916071	CD4+_CD25-_IL17-_PMA-ionomycin_stimulated_MACS_purified_Th_primary_cells	H3K4me3	4
GSM916072	hESC-derived_CD56+_mesoderm_cultured_cells	H3K36me3	5
GSM916073	hESC-derived_CD56+_mesoderm_cultured_cells	H3K9me3	7
GSM916093	liver	mRNA-Seq	13
GSM916094	brain_hippocampus_middle	mRNA-Seq	5
GSM941713	neurosphere_cultured_cells_cortex_derived	H3K27me3	2
GSM941714	neurosphere_cultured_cells_cortex_derived	H3K36me3	6
GSM941715	neurosphere_cultured_cells_ganglionic_eminence_derived	H3K27me3	1
GSM941716	neurosphere_cultured_cells_ganglionic_eminence_derived	H3K36me3	1
GSM941717	penis_foreskin_fibroblast_primary_cells	H3K4me1	2
GSM941718	penis_foreskin_fibroblast_primary_cells	H3K4me3	3
GSM941719	penis_foreskin_melanocyte_primary_cells	H3K4me3	5
GSM941720	penis_foreskin_melanocyte_primary_cells	H3K9me3	9
GSM941721	penis_foreskin_melanocyte_primary_cells	H3K27me3	2
GSM941722	penis_foreskin_fibroblast_primary_cells	MRE-Seq	13
GSM941723	penis_foreskin_keratinocyte_primary_cells	MRE-Seq	13
GSM941724	penis_foreskin_melanocyte_primary_cells	MRE-Seq	13
GSM941725	penis_foreskin_fibroblast_primary_cells	MeDIP-Seq	3
GSM941726	penis_foreskin_keratinocyte_primary_cells	MeDIP-Seq	3
GSM941727	penis_foreskin_melanocyte_primary_cells	MeDIP-Seq	3
GSM941728	penis_foreskin_melanocyte_primary_cells	H3K4me1	9
GSM941729	penis_foreskin_melanocyte_primary_cells	H3K36me3	9
GSM941730	penis_foreskin_melanocyte_primary_cells	H3K4me1	9
GSM941731	penis_foreskin_melanocyte_primary_cells	H3K4me3	5
GSM941733	penis_foreskin_melanocyte_primary_cells	H3K27me3	11
GSM941734	penis_foreskin_melanocyte_primary_cells	H3K36me3	9
GSM941735	penis_foreskin_keratinocyte_primary_cells	H3K4me3	5
GSM941736	penis_foreskin_keratinocyte_primary_cells	H3K4me1	3
GSM941737	penis_foreskin_keratinocyte_primary_cells	H3K9me3	7
GSM941738	penis_foreskin_keratinocyte_primary_cells	H3K27me3	2
GSM941739	penis_foreskin_keratinocyte_primary_cells	H3K36me3	5
GSM941740	penis_foreskin_melanocyte_primary_cells	ChIP-Seq_input	4
GSM941741	penis_foreskin_melanocyte_primary_cells	ChIP-Seq_input	4
GSM941742	penis_foreskin_keratinocyte_primary_cells	ChIP-Seq_input	11
GSM941743	penis_foreskin_melanocyte_primary_cells	mRNA-Seq	13
GSM941744	penis_foreskin_fibroblast_primary_cells	mRNA-Seq	13
GSM941745	penis_foreskin_keratinocyte_primary_cells	mRNA-Seq	13
GSM941748	UCSF-4_cell_line	H3K4me1	9
GSM941749	UCSF-4_cell_line	H3K4me3	3
GSM941750	UCSF-4_cell_line	H3K9me3	3
GSM941751	UCSF-4_cell_line	H3K27me3	3
GSM941752	UCSF-4_cell_line	H3K36me3	3
GSM941753	UCSF-4_cell_line	ChIP-Seq_input	1
GSM955997	H1_derived_neuronal_progenitor_cultured_cells	H2AK5ac	9
GSM955998	H1_derived_neuronal_progenitor_cultured_cells	H2AK5ac	3
GSM955999	H1_BMP4_derived_mesendoderm_cultured_cells	H2BK120ac	5
GSM956000	H1_derived_neuronal_progenitor_cultured_cells	H2BK120ac	9
GSM956001	H1_derived_neuronal_progenitor_cultured_cells	H2BK120ac	5
GSM956002	H1_BMP4_derived_mesendoderm_cultured_cells	H2BK15ac	9
GSM956003	H1_derived_neuronal_progenitor_cultured_cells	H2BK15ac	2
GSM956004	H1_derived_neuronal_progenitor_cultured_cells	H2BK15ac	5
GSM956005	H1_derived_neuronal_progenitor_cultured_cells	H2BK5ac	5
GSM956006	H1_BMP4_derived_mesendoderm_cultured_cells	H3K18ac	3
GSM956007	H1_derived_neuronal_progenitor_cultured_cells	H3K18ac	3
GSM956008	H1_derived_neuronal_progenitor_cultured_cells	H3K27ac	3
GSM956009	ovary	H3K27ac	5
GSM956010	H1_derived_neuronal_progenitor_cultured_cells	H3K27me3	3
