chr	start	end	GSM1027306	GSM1027310	GSM1027311	GSM1027320	GSM1027322	GSM1027325	GSM1027326	GSM1027328	GSM1027334	GSM1027335	GSM468792	GSM468801	GSM493384	GSM493386	GSM493387	GSM530651	GSM530652	GSM530653	GSM530654	GSM530657	GSM530658	GSM530659	GSM530660	GSM530661	GSM530663	GSM530664	GSM530665	GSM530666	GSM595913	GSM595914	GSM595917	GSM595918	GSM595919	GSM595920	GSM595922	GSM595923	GSM595926	GSM595928	GSM665800	GSM665801	GSM665802	GSM665803	GSM665804	GSM665811	GSM665812	GSM665813	GSM665814	GSM665817	GSM665819	GSM665820	GSM665824	GSM665830	GSM665831	GSM665836	GSM665837	GSM665838	GSM665839	GSM701488	GSM701489	GSM701491	GSM701492	GSM701493	GSM701499	GSM701500	GSM701503	GSM701507	GSM701508	GSM701516	GSM701525	GSM701526	GSM701539	GSM701540	GSM701541	GSM753973	GSM753974	GSM774201	GSM774203	GSM774208	GSM817160	GSM817165	GSM817166	GSM817167	GSM817198	GSM817215	GSM817220	GSM878612	GSM878613	GSM878614	GSM878615	GSM878616	GSM878621	GSM878628	GSM878630	GSM878650	GSM878651	GSM878652	GSM878658	GSM906379	GSM906380	GSM906381	Stem15	Stem16	Stem6
chr1	24000000	25000000	0.34289	0.240868	0.359231	0.44293	0.365734	0.379325	0.344891	0.260139	0.387964	0.414566	0.250079	0.239634	0.179752	0.236947	0.29254	0.116689	0.224895	0.28632	0.201081	0.205475	0.239308	0.202682	0.244157	0.221851	0.295252	0.293823	0.362727	0.291715	0.151317	0.270882	0.189427	0.209774	0.199068	0.127695	0.171097	0.16931	0.159618	0.124866	0.241822	0.254854	0.257739	0.220158	0.222543	0.218742	0.274812	0.415795	0.180639	0.26281	0.192426	0.352419	0.246323	0.235077	0.248385	0.158123	0.223749	0.211933	0.256566	0.470925	0.400482	0.286541	0.302707	0.284186	0.312371	0.293074	0.213034	0.350068	0.319956	0.401441	0.232991	0.242856	0.240098	0.228137	0.230645	0.237928	0.231546	0.269636	0.309604	0.211132	0.289799	0.256609	0.370077	0.239363	0.220274	0.219622	0.246329	0.382631	0.298002	0.379296	0.33771	0.401002	0.272824	0.278002	0.243911	0.255431	0.218523	0.209428	0.274712	0.384344	0.228476	0.283123	0.456719	0.009977	0.500301
chr1	25000000	26000000	0.319485	0.229568	0.337984	0.398684	0.360777	0.341045	0.298651	0.264904	0.403184	0.380908	0.25223	0.24628	0.212363	0.250038	0.302051	0.122812	0.234282	0.272088	0.196137	0.247789	0.262586	0.23065	0.269082	0.221763	0.305208	0.295965	0.370456	0.296596	0.150837	0.273515	0.19781	0.22622	0.216183	0.133274	0.174663	0.173161	0.154964	0.120625	0.232303	0.249958	0.246311	0.211017	0.227253	0.21859	0.295764	0.468933	0.188392	0.258076	0.191216	0.367641	0.251127	0.235693	0.245845	0.20381	0.254046	0.262855	0.277723	0.485446	0.413576	0.306247	0.298821	0.280279	0.343595	0.250409	0.215092	0.334854	0.35783	0.435928	0.2432	0.240856	0.26265	0.273738	0.234107	0.204517	0.194493	0.255545	0.319816	0.247492	0.314274	0.235103	0.39454	0.226193	0.216227	0.231384	0.246155	0.372849	0.292812	0.356103	0.338053	0.390407	0.270912	0.255807	0.241883	0.257284	0.213973	0.213068	0.253558	0.390628	0.237856	0.298091	0.46625	0.009887	0.500442
chr1	26000000	27000000	0.356919	0.276165	0.385428	0.44818	0.418801	0.37641	0.357668	0.314185	0.450394	0.436669	0.264136	0.260879	0.214773	0.270221	0.328417	0.156809	0.263632	0.328556	0.246606	0.242978	0.281524	0.243605	0.281285	0.261001	0.336968	0.31872	0.376579	0.309727	0.190586	0.30091	0.201516	0.226568	0.231709	0.165312	0.203155	0.204066	0.194731	0.163727	0.262418	0.281509	0.285417	0.238759	0.257438	0.271899	0.307538	0.453912	0.222663	0.306984	0.244222	0.384703	0.292735	0.291545	0.292934	0.179989	0.25295	0.251291	0.28869	0.51807	0.44976	0.32461	0.313978	0.299282	0.342798	0.296167	0.240291	0.359217	0.344706	0.451148	0.257041	0.251963	0.288765	0.270579	0.256466	0.222999	0.212677	0.277869	0.369396	0.257668	0.319671	0.28078	0.424101	0.266032	0.257955	0.262235	0.286316	0.41842	0.329293	0.403251	0.390183	0.429394	0.297091	0.303106	0.296246	0.307212	0.270694	0.263499	0.29219	0.438225	0.228409	0.289534	0.458645	0.010751	0.493198
chr1	27000000	28000000	0.407273	0.313406	0.424271	0.508817	0.475828	0.427318	0.380233	0.336199	0.513726	0.470112	0.288825	0.290462	0.245145	0.290035	0.336732	0.176653	0.282835	0.376355	0.286101	0.275431	0.301619	0.263435	0.299877	0.301087	0.35573	0.339993	0.407066	0.330095	0.207576	0.306297	0.221119	0.241126	0.241693	0.187605	0.236082	0.236369	0.202764	0.173674	0.292406	0.313669	0.328463	0.281124	0.292852	0.303055	0.332798	0.481765	0.255217	0.34274	0.275733	0.386221	0.32872	0.332493	0.329621	0.218037	0.275185	0.278827	0.317961	0.546112	0.477634	0.351009	0.374312	0.349974	0.367364	0.326467	0.267714	0.406544	0.372992	0.479675	0.277229	0.295879	0.31755	0.300779	0.27986	0.277774	0.268293	0.282879	0.41206	0.277936	0.359233	0.319619	0.453213	0.296625	0.273033	0.282052	0.337796	0.461563	0.37064	0.416563	0.398973	0.466519	0.32268	0.324452	0.340993	0.338076	0.302433	0.286773	0.346253	0.452241	0.283934	0.350726	0.45217	0.009276	0.489297
chr1	28000000	29000000	0.305193	0.224588	0.337518	0.394569	0.332533	0.349018	0.296855	0.227391	0.399587	0.357773	0.243927	0.236416	0.185307	0.238245	0.286331	0.109615	0.222165	0.260522	0.171216	0.215671	0.243447	0.200848	0.240998	0.18695	0.289887	0.284272	0.34042	0.277633	0.139732	0.252918	0.196606	0.214823	0.205378	0.119454	0.146571	0.141491	0.138756	0.1108	0.222694	0.232425	0.244353	0.209314	0.195647	0.178688	0.268659	0.395879	0.151526	0.219276	0.177673	0.348222	0.211065	0.189288	0.202628	0.163888	0.212086	0.206602	0.253251	0.443594	0.382557	0.289732	0.291189	0.271864	0.288793	0.258135	0.215714	0.327237	0.317358	0.387033	0.218181	0.229135	0.229258	0.216486	0.23906	0.212384	0.206113	0.256113	0.256349	0.212576	0.271817	0.23506	0.340552	0.22	0.206151	0.204108	0.196872	0.363012	0.28411	0.353827	0.295943	0.368941	0.260858	0.25819	0.214121	0.231487	0.20114	0.193095	0.261153	0.3463	0.222932	0.270463	0.47095	0.01137	0.501447
chr1	29000000	30000000	0.293925	0.21681	0.324663	0.338303	0.276063	0.296632	0.256374	0.257704	0.337892	0.330734	0.215067	0.213213	0.146539	0.190713	0.25433	0.114527	0.181178	0.25483	0.1289	0.158749	0.1864	0.155637	0.18981	0.146869	0.231249	0.247933	0.304912	0.244586	0.149142	0.222413	0.14558	0.158697	0.141811	0.122777	0.176211	0.166617	0.155856	0.130095	0.21547	0.230715	0.234816	0.200321	0.226993	0.151517	0.21002	0.322818	0.111838	0.178544	0.176338	0.277148	0.157776	0.148923	0.157557	0.115454	0.167813	0.154718	0.187188	0.370329	0.30686	0.220882	0.209739	0.193738	0.229211	0.219498	0.159538	0.244365	0.259379	0.302014	0.173428	0.175099	0.176602	0.172683	0.176315	0.163633	0.153564	0.227397	0.220846	0.156225	0.211833	0.216541	0.286028	0.21019	0.196858	0.197822	0.154402	0.354745	0.277476	0.324894	0.301213	0.368272	0.252423	0.240548	0.170912	0.252322	0.211945	0.202506	0.235739	0.341221	0.178195	0.208669	0.40189	0.007997	0.440264
chr1	30000000	31000000	0.283659	0.227878	0.350036	0.365935	0.281252	0.335989	0.292439	0.31618	0.315039	0.396922	0.236361	0.236088	0.13341	0.187625	0.289613	0.136693	0.188337	0.25455	0.129106	0.138234	0.173245	0.144552	0.188572	0.142405	0.241709	0.285802	0.347486	0.277648	0.180115	0.259145	0.13308	0.145895	0.120235	0.148183	0.239055	0.232204	0.180146	0.14775	0.21754	0.218255	0.204018	0.182757	0.271212	0.142465	0.188676	0.292328	0.085433	0.187082	0.215913	0.245667	0.147973	0.133708	0.142898	0.109783	0.140745	0.133566	0.160645	0.364921	0.274507	0.204157	0.186045	0.171995	0.193729	0.207183	0.186149	0.216266	0.273502	0.242509	0.152297	0.194593	0.170994	0.15512	0.200388	0.192377	0.17856	0.26476	0.222548	0.1171	0.189209	0.240682	0.250155	0.240562	0.21063	0.206829	0.1428	0.355535	0.269463	0.358212	0.342569	0.36717	0.249702	0.241206	0.160721	0.30073	0.240689	0.229772	0.24509	0.377968	0.156396	0.176257	0.43351	0.009034	0.477836
chr1	31000000	32000000	0.310136	0.284105	0.418531	0.425319	0.361729	0.363917	0.318168	0.316827	0.398012	0.412845	0.267478	0.253008	0.195283	0.251286	0.309837	0.151779	0.241389	0.343681	0.186153	0.216967	0.25104	0.214515	0.253296	0.207745	0.301921	0.309475	0.372114	0.298423	0.189095	0.280501	0.188132	0.2115	0.196665	0.168	0.236482	0.231293	0.190672	0.157411	0.250811	0.260599	0.270228	0.226773	0.289639	0.20397	0.251916	0.386151	0.163777	0.251228	0.242104	0.33207	0.228175	0.213354	0.2256	0.146246	0.194689	0.183639	0.223947	0.434054	0.360093	0.263139	0.282664	0.256651	0.269139	0.283155	0.216967	0.310538	0.311679	0.356236	0.204968	0.229915	0.218303	0.209784	0.236865	0.235177	0.228299	0.269131	0.299516	0.223481	0.251927	0.306673	0.340537	0.279383	0.236278	0.237722	0.225779	0.407546	0.316613	0.394534	0.356668	0.424822	0.28161	0.296311	0.233873	0.319821	0.265372	0.26166	0.328571	0.403939	0.236427	0.288762	0.454172	0.010199	0.49667
chr1	32000000	33000000	0.362364	0.285251	0.405567	0.458186	0.409078	0.391582	0.348071	0.342995	0.497241	0.434949	0.277209	0.282066	0.219018	0.275242	0.326626	0.183836	0.26821	0.346678	0.234022	0.25292	0.278632	0.243537	0.282542	0.25845	0.341785	0.327339	0.399121	0.326269	0.21564	0.299824	0.206315	0.230714	0.230182	0.191267	0.211216	0.21579	0.218483	0.187501	0.265779	0.281782	0.288725	0.242055	0.299064	0.255287	0.311564	0.468177	0.213794	0.294058	0.269295	0.388354	0.272202	0.275377	0.278114	0.194957	0.263563	0.259168	0.29683	0.527803	0.45403	0.325622	0.337808	0.316457	0.354724	0.310329	0.230414	0.375989	0.358535	0.465164	0.257096	0.278233	0.282916	0.280406	0.24463	0.232538	0.22725	0.286194	0.357623	0.261164	0.335982	0.288406	0.426964	0.270806	0.254543	0.258815	0.282568	0.421546	0.337108	0.408122	0.366418	0.42891	0.297687	0.313782	0.299219	0.333619	0.306497	0.28539	0.315842	0.413247	0.258869	0.315045	0.450115	0.00897	0.493255
chr1	33000000	34000000	0.33929	0.278656	0.408108	0.445292	0.40907	0.381168	0.341381	0.299278	0.469086	0.421062	0.279099	0.276942	0.193652	0.241073	0.305768	0.151245	0.237178	0.333627	0.209505	0.226195	0.250308	0.214947	0.256978	0.229087	0.303175	0.302687	0.390362	0.318518	0.184983	0.278211	0.192556	0.220858	0.204387	0.167146	0.209253	0.206408	0.190813	0.155648	0.248763	0.26784	0.271884	0.232263	0.279629	0.219891	0.260832	0.4035	0.197947	0.269665	0.254828	0.346011	0.264128	0.248248	0.253388	0.165744	0.209513	0.197462	0.240871	0.446642	0.379011	0.275774	0.275178	0.24609	0.287265	0.287907	0.21508	0.308519	0.324	0.379908	0.210494	0.227241	0.230509	0.223033	0.236528	0.246644	0.246683	0.263018	0.317801	0.224808	0.270455	0.283388	0.353901	0.267142	0.237296	0.240042	0.250271	0.399385	0.310036	0.40118	0.353872	0.405385	0.285252	0.293599	0.265192	0.298991	0.266201	0.25675	0.318017	0.400224	0.264404	0.316535	0.454932	0.009316	0.498605
chr1	34000000	35000000	0.236589	0.219516	0.356545	0.364149	0.282075	0.346715	0.301376	0.30713	0.303034	0.387038	0.228676	0.214681	0.12138	0.182472	0.287242	0.168266	0.179016	0.246285	0.114866	0.130254	0.15762	0.130079	0.175306	0.130495	0.235133	0.279884	0.328442	0.261764	0.215017	0.24671	0.1439	0.154088	0.1187	0.198234	0.233429	0.220957	0.200982	0.170335	0.217215	0.216574	0.201672	0.175288	0.307572	0.113675	0.189172	0.277637	0.085053	0.169896	0.266165	0.24529	0.133012	0.115976	0.126997	0.096929	0.133315	0.113284	0.142774	0.336377	0.25068	0.19327	0.174562	0.155543	0.185627	0.199942	0.167565	0.201574	0.264403	0.219701	0.151941	0.173779	0.138252	0.132121	0.179647	0.146	0.139339	0.272927	0.17727	0.097402	0.173695	0.242357	0.225564	0.243198	0.197367	0.189704	0.120614	0.342017	0.255761	0.366181	0.328962	0.354779	0.255695	0.243815	0.143554	0.300602	0.266743	0.267018	0.261228	0.361931	0.158328	0.176334	0.434863	0.008873	0.483746
chr1	35000000	36000000	0.267747	0.246675	0.370808	0.358171	0.304167	0.322777	0.280114	0.238974	0.344955	0.346096	0.225794	0.210889	0.15231	0.203895	0.273036	0.110552	0.188168	0.278928	0.157544	0.181381	0.197087	0.168968	0.213237	0.167078	0.258056	0.269973	0.315418	0.25248	0.143363	0.239754	0.168871	0.195991	0.164733	0.127166	0.174022	0.16437	0.142161	0.113721	0.204695	0.218687	0.21996	0.194366	0.220923	0.158428	0.225615	0.339874	0.147667	0.209323	0.195295	0.306521	0.205751	0.172166	0.204067	0.122963	0.171805	0.149719	0.197361	0.386717	0.31828	0.236296	0.20624	0.193205	0.233493	0.224477	0.166581	0.250221	0.28456	0.312127	0.176862	0.18184	0.166955	0.164815	0.187628	0.176176	0.170691	0.261536	0.229039	0.163362	0.21198	0.255165	0.283631	0.236444	0.200223	0.190616	0.181528	0.356855	0.273026	0.343272	0.302464	0.356301	0.257999	0.239723	0.19339	0.242077	0.198488	0.199019	0.291483	0.334411	0.196593	0.226819	0.454051	0.011551	0.494968
chr1	36000000	37000000	0.325153	0.261236	0.385823	0.415484	0.39112	0.356596	0.320614	0.294993	0.4324	0.398435	0.259009	0.250138	0.196732	0.249797	0.309842	0.151084	0.235199	0.306732	0.206433	0.219813	0.251048	0.216121	0.252277	0.222568	0.306603	0.303325	0.364812	0.296699	0.182022	0.274884	0.196507	0.224152	0.206301	0.161898	0.185433	0.183811	0.182258	0.148645	0.241544	0.253585	0.264781	0.224675	0.253635	0.222509	0.281301	0.425623	0.192909	0.261305	0.236356	0.354047	0.247894	0.237071	0.247737	0.169237	0.229753	0.214433	0.265582	0.476288	0.406499	0.304453	0.290695	0.277883	0.305253	0.266152	0.227051	0.329378	0.330182	0.406536	0.235887	0.240808	0.242287	0.234294	0.244786	0.209062	0.20318	0.275066	0.303143	0.232544	0.281807	0.266973	0.375734	0.251131	0.231861	0.238969	0.245574	0.389212	0.303491	0.380505	0.344391	0.401676	0.280279	0.286828	0.25602	0.282655	0.256585	0.250111	0.29317	0.389711	0.242509	0.288246	0.466748	0.010544	0.500808
chr1	37000000	38000000	0.256858	0.259653	0.385665	0.390111	0.277261	0.35026	0.30643	0.359041	0.319256	0.409479	0.242446	0.240524	0.149814	0.207479	0.306034	0.185665	0.205585	0.29669	0.126515	0.154494	0.194075	0.163493	0.204527	0.137618	0.25713	0.305832	0.355304	0.279936	0.225261	0.273599	0.148975	0.158695	0.139229	0.194399	0.292602	0.284652	0.23796	0.200946	0.253687	0.268838	0.256405	0.212418	0.331404	0.129287	0.211405	0.316323	0.087137	0.182406	0.273854	0.278242	0.12585	0.12193	0.130683	0.124414	0.161256	0.146443	0.169707	0.376945	0.296539	0.225116	0.225516	0.208785	0.220652	0.221259	0.200066	0.267001	0.290397	0.271235	0.169195	0.206484	0.18709	0.176469	0.213327	0.177047	0.166838	0.274648	0.208707	0.145012	0.212548	0.264925	0.273494	0.259382	0.221001	0.215461	0.12654	0.394269	0.309243	0.374996	0.390795	0.411508	0.285438	0.26302	0.14976	0.345887	0.302193	0.286537	0.269227	0.437491	0.164963	0.183125	0.439527	0.010663	0.48727
chr1	38000000	39000000	0.303535	0.237886	0.370972	0.394271	0.305453	0.345972	0.296225	0.301951	0.350073	0.391607	0.249346	0.246679	0.167447	0.224848	0.300417	0.14941	0.21208	0.276746	0.145892	0.186786	0.212502	0.180635	0.224169	0.160101	0.269617	0.303794	0.358199	0.280905	0.19248	0.27198	0.172391	0.189521	0.169578	0.160785	0.198706	0.196506	0.190116	0.156881	0.255727	0.274144	0.270043	0.230495	0.263601	0.149338	0.234071	0.3566	0.115109	0.20069	0.239116	0.306009	0.163941	0.158386	0.162538	0.135393	0.177257	0.164345	0.201314	0.407395	0.328137	0.24739	0.256992	0.242254	0.251616	0.234605	0.197139	0.297404	0.299715	0.326246	0.188811	0.217982	0.200213	0.19332	0.211494	0.198113	0.191437	0.264097	0.230039	0.181502	0.230527	0.256079	0.309817	0.243346	0.222028	0.220855	0.169044	0.398982	0.32001	0.376966	0.368306	0.410373	0.285602	0.269585	0.18077	0.289999	0.255719	0.245311	0.262482	0.410166	0.197174	0.232034	0.442529	0.009382	0.488798
chr1	39000000	40000000	0.291436	0.24115	0.370587	0.388664	0.339182	0.342111	0.291837	0.274257	0.412698	0.370842	0.26026	0.244266	0.157603	0.215587	0.281688	0.140176	0.196763	0.283727	0.191717	0.188398	0.213879	0.175044	0.215444	0.225337	0.261757	0.279251	0.363327	0.288168	0.173727	0.248306	0.179691	0.200109	0.177909	0.157523	0.195057	0.189104	0.176192	0.14775	0.238725	0.252982	0.261164	0.230383	0.267121	0.199862	0.25309	0.387286	0.194827	0.258721	0.247989	0.339214	0.26439	0.223252	0.255503	0.131246	0.202428	0.171036	0.224827	0.427633	0.352875	0.256798	0.244455	0.223214	0.275731	0.24405	0.165443	0.285466	0.307745	0.366429	0.201821	0.19848	0.190332	0.18683	0.190091	0.216083	0.214625	0.262089	0.287685	0.180594	0.239901	0.252964	0.331511	0.235499	0.226866	0.221906	0.243359	0.384814	0.303031	0.369148	0.333876	0.390477	0.275895	0.264843	0.250315	0.276003	0.244952	0.232745	0.289188	0.385238	0.269696	0.328588	0.460918	0.009254	0.498723
chr1	40000000	41000000	0.301403	0.238832	0.364683	0.408022	0.357366	0.346131	0.319571	0.247809	0.385781	0.388859	0.249767	0.231248	0.189645	0.237326	0.295776	0.126578	0.211976	0.274463	0.17014	0.218845	0.24022	0.200901	0.243172	0.19627	0.293618	0.290531	0.342918	0.277537	0.160414	0.260724	0.198956	0.228963	0.213035	0.138691	0.175894	0.166519	0.164852	0.133768	0.214774	0.226144	0.227168	0.191185	0.240157	0.186948	0.296367	0.426685	0.16472	0.232314	0.213958	0.366123	0.225256	0.202334	0.218261	0.166407	0.237928	0.214349	0.279673	0.468817	0.406363	0.300273	0.303453	0.279244	0.316227	0.268196	0.215052	0.335908	0.329797	0.407349	0.237231	0.233429	0.229378	0.217524	0.236281	0.202597	0.19672	0.268216	0.268493	0.216209	0.277321	0.24876	0.370821	0.233399	0.207132	0.198954	0.211227	0.348961	0.272683	0.353018	0.319849	0.355022	0.255156	0.247255	0.221772	0.25194	0.218718	0.214927	0.278233	0.361743	0.225671	0.276217	0.461915	0.010058	0.501036
chr1	41000000	42000000	0.355711	0.283506	0.409647	0.440144	0.389353	0.378818	0.352804	0.330293	0.433791	0.431415	0.259919	0.255158	0.198109	0.252202	0.317067	0.167314	0.23736	0.339842	0.227334	0.221651	0.24879	0.209595	0.258649	0.257921	0.315021	0.304181	0.366843	0.297059	0.200817	0.290745	0.196447	0.214236	0.196437	0.1827	0.231574	0.223803	0.209844	0.173179	0.249509	0.25469	0.253772	0.220958	0.300721	0.253585	0.251736	0.398742	0.215897	0.297491	0.272862	0.329671	0.293781	0.280648	0.292144	0.149555	0.198965	0.183828	0.220561	0.439144	0.366714	0.273571	0.26481	0.248835	0.282701	0.288877	0.213573	0.309644	0.325033	0.367511	0.208621	0.218015	0.2208	0.212181	0.228982	0.235361	0.232133	0.272447	0.356412	0.229322	0.264644	0.285894	0.346894	0.269211	0.231082	0.229784	0.285187	0.393145	0.306131	0.406377	0.364271	0.410066	0.282591	0.292937	0.284746	0.314785	0.280476	0.265939	0.311247	0.409205	0.236453	0.293123	0.455326	0.009572	0.496233
chr1	42000000	43000000	0.264198	0.248701	0.387188	0.398188	0.369844	0.350705	0.310189	0.278704	0.338981	0.396678	0.262816	0.244563	0.176193	0.229126	0.305308	0.145267	0.207487	0.284146	0.19305	0.220248	0.225068	0.186627	0.241617	0.238308	0.287687	0.298542	0.365511	0.292286	0.188929	0.267305	0.198468	0.22102	0.195309	0.178174	0.222775	0.203083	0.1872	0.156335	0.206489	0.212405	0.202434	0.183647	0.285695	0.206693	0.255139	0.412377	0.200368	0.273559	0.268808	0.345797	0.268145	0.244559	0.268821	0.154194	0.206604	0.184518	0.236128	0.438205	0.367659	0.280717	0.261694	0.238739	0.289032	0.246675	0.207143	0.303188	0.34269	0.388398	0.211167	0.215316	0.198745	0.198815	0.229347	0.21854	0.208854	0.277135	0.299697	0.200666	0.25053	0.255835	0.342443	0.254532	0.209465	0.198911	0.238712	0.343369	0.26089	0.39162	0.327457	0.350233	0.251504	0.266654	0.252901	0.273312	0.25342	0.240462	0.30482	0.37199	0.225109	0.268537	0.447781	0.009823	0.495664
chr1	43000000	44000000	0.298569	0.265562	0.395013	0.414407	0.347554	0.363978	0.312673	0.263571	0.386606	0.391946	0.262244	0.254402	0.174325	0.230226	0.298759	0.12758	0.216373	0.300874	0.194033	0.202027	0.230123	0.190657	0.23467	0.217321	0.285208	0.296374	0.366143	0.290001	0.165817	0.272014	0.18122	0.2105	0.18861	0.136632	0.171912	0.166993	0.163174	0.129393	0.248603	0.259453	0.263549	0.230494	0.226131	0.213172	0.250395	0.39048	0.178861	0.257092	0.216517	0.333341	0.236455	0.224991	0.238136	0.146056	0.196434	0.184941	0.222626	0.436146	0.358865	0.26996	0.273985	0.257479	0.276154	0.287455	0.192616	0.316176	0.317779	0.364567	0.206861	0.221286	0.208846	0.204013	0.208522	0.219101	0.205962	0.265445	0.29889	0.191664	0.262491	0.278378	0.33817	0.263865	0.250186	0.241012	0.232353	0.386295	0.305135	0.396097	0.34581	0.392736	0.27866	0.286634	0.239856	0.261566	0.223299	0.214959	0.301076	0.38859	0.227546	0.269253	0.441154	0.010978	0.48962
chr1	44000000	45000000	0.341701	0.279748	0.418247	0.421205	0.35291	0.361266	0.316755	0.300162	0.409295	0.418738	0.264035	0.256374	0.195086	0.254719	0.321971	0.154203	0.238742	0.338777	0.195734	0.220382	0.252524	0.215434	0.26008	0.220376	0.31553	0.318954	0.382126	0.30086	0.193499	0.293078	0.204895	0.228012	0.212059	0.157222	0.209311	0.202478	0.186079	0.147199	0.260614	0.283286	0.28462	0.241268	0.261556	0.220618	0.239153	0.378097	0.178265	0.263394	0.240797	0.327761	0.235412	0.232399	0.243505	0.136417	0.185069	0.176103	0.220398	0.433755	0.355038	0.260254	0.26363	0.238689	0.269449	0.2817	0.216006	0.298673	0.306003	0.33962	0.196634	0.221359	0.211455	0.205621	0.234169	0.224602	0.217214	0.270963	0.311077	0.229859	0.260481	0.29753	0.33728	0.285058	0.237265	0.239828	0.242513	0.41425	0.324897	0.393789	0.369873	0.426555	0.297367	0.289404	0.251417	0.312193	0.259217	0.260803	0.332722	0.423766	0.224042	0.269365	0.444384	0.009133	0.485865
chr1	45000000	46000000	0.311619	0.259612	0.380839	0.388224	0.318157	0.342317	0.291717	0.259017	0.434664	0.370807	0.24139	0.235289	0.172865	0.227936	0.288305	0.130361	0.220468	0.298932	0.158362	0.200189	0.219502	0.196846	0.233005	0.183988	0.289533	0.295171	0.333182	0.272132	0.163616	0.260718	0.18789	0.20601	0.188593	0.143954	0.177902	0.171502	0.164308	0.131351	0.229066	0.245695	0.248721	0.216532	0.232548	0.171594	0.252756	0.37977	0.139928	0.217174	0.213935	0.322556	0.197614	0.185345	0.191055	0.14253	0.200821	0.188452	0.230091	0.429858	0.362167	0.270954	0.267367	0.25183	0.275315	0.269078	0.201279	0.310128	0.303652	0.356943	0.209986	0.225648	0.215874	0.209491	0.213837	0.192245	0.186541	0.260853	0.251488	0.195955	0.253865	0.261022	0.327502	0.251974	0.220847	0.216759	0.193113	0.374844	0.29556	0.356145	0.320816	0.381983	0.268187	0.251988	0.213674	0.264172	0.227304	0.228077	0.301432	0.362636	0.216453	0.25782	0.44803	0.011654	0.493551
chr1	46000000	47000000	0.332455	0.258983	0.378855	0.405249	0.377027	0.35382	0.297809	0.293044	0.418604	0.36996	0.246197	0.235455	0.174582	0.227649	0.303446	0.127029	0.21259	0.303286	0.219869	0.204644	0.225528	0.194906	0.237743	0.242428	0.29026	0.282724	0.34647	0.282069	0.163229	0.25969	0.186636	0.206223	0.19337	0.147706	0.182613	0.178482	0.170165	0.138678	0.230498	0.245709	0.261211	0.22408	0.243021	0.230808	0.243186	0.37649	0.21436	0.276407	0.214955	0.339751	0.282903	0.254617	0.283462	0.138764	0.188738	0.175753	0.219705	0.418618	0.348934	0.254557	0.260095	0.242264	0.265682	0.274568	0.193551	0.299726	0.303271	0.348552	0.200552	0.213494	0.198911	0.193687	0.200303	0.202493	0.200993	0.305208	0.317618	0.202342	0.248988	0.263976	0.323171	0.247409	0.233419	0.228987	0.258845	0.397904	0.309685	0.367176	0.333289	0.397092	0.276041	0.261546	0.263285	0.268024	0.230733	0.224497	0.290674	0.376836	0.223191	0.272448	0.455558	0.007729	0.49606
